time,personID,problemID,1st,1st_reason,2nd,2nd_reason,3rd,3rd_reason,others,understanding,free
12/8/2022 23:34:05,1,10,12,現在注目している部分文字列から一つの操作を行う状態を考えるというDPの考え方を表している行であるため，最も重要だと考えた．,6,空文字列とのレーベンシュタイン距離を考えることが必要であり，DPテーブルを初期化するというDPにおいて基本的な部分であるため．,8,空文字列とのレーベンシュタイン距離を考えることが必要であり，DPテーブルを初期化するというDPにおいて基本的な部分であるため．(2番目と同等の重要度ですが便宜上3番目としました．),"10, 11行目 DPの更新順序に関わっているため重要だと考えた",とても理解できた。,
12/30/2022 18:14:13,10,10,12,動的計画法の問題では、漸化式の部分が最も重要であると感じたため。,6,漸化式ほど本質的ではないが、初期化も非常に重要だと思ったため。,14,"dp[len(s1)][len(s2)]で答えを出す部分は、1,2番ができれば14行は書けると思ったので、3番目に重要であると思った。",,まあ理解できた。,
1/3/2023 5:44:19,11,10,12,遷移のもととなる漸化式さえたってしまえばDPはほぼ解けた気持ちになるからです．,6,初期状態を決めている箇所だから．0文字のときはもう一つの文字列サイズに依存することを利用している．ここだけわかっても遷移できないので，2番目です．,14,最終的に答えないといけないところはテーブルの中でどの箇所なのか把握することは大事だと思います．そもそもテーブルが作れないと意味ないので3番目です．,,とても理解できた。,
12/15/2022 23:37:51,2,10,12,動的計画法の漸化式の部分であり、この式を立てることができれば解けたも同然なので、1番大切であると考える。,14,dp配列の[len(s1)][len(s2)]番目が答えになるということはきちんと漸化式を理解していないとわからないはずなので、ここも漸化式そのものに次いで重要であると考える。,6,漸化式そのものや答えの部分ほどではないが、配列は適切に初期化しておかないと正しい動作をしないので、これが次いで重要であると考える。,,まあ理解できた。,
12/11/2022 1:11:33,3,10,12,レーベンシュタイン距離で一番大事なのはdpで求められることが一番大事だと思うが、そのコアの遷移式はここだから。,10,11行目と合わせてdpで効率化された全探索をしている部分だから。,11,10行目と合わせてdpで効率化された全探索をしている部分だから。,,とても理解できた。,
12/21/2022 13:18:29,4,10,12,挿入・削除・置換を使ってDPテーブルを更新するという、動的計画法の本質的な処理だから。,4,動的計画法で解くためにDPテーブルを初期化している部分だから。DPを使うという判断が分かる行というだけで、大事な処理ではない。,6,DPテーブルの自明な部分を埋める処理だから。自明な部分というだけあって1番や2番ではない。,,とても理解できた。,
12/28/2022 16:06:12,5,10,12,DPの遷移を端的に表しているため、本質的な部分がすべて集められているから,4,漸化式を見ても意味が汲み取りづらかった場合に、DPテーブルの大きさで、どのような値が格納されるテーブルなのかをある程度推測できるから,6,アルゴリズムとしてさほど重要な部分ではないが、DPの初期化として特殊な行であり、通常のDPとの差異が出ているところだから,,まあ理解できた。,
12/14/2022 14:32:18,6,10,12,動的計画法の根幹である、テーブルの更新を行っている部分だから。,6,動的計画法の根幹である、テーブルの更新を行っている部分だから。ただし、1 番ほどテーブルの多くの部分について記述したものではない。,7,動的計画法の根幹である、テーブルの更新を行っている部分だから。2 番と同様に重要。,,とても理解できた。,
12/14/2022 0:19:10,7,10,12,dpで必要なdpテーブル更新のための方程式が明示されている部分だから．,4,"どのようなdpテーブルを構築するのかが書かれている部分だから
1番目でない理由は，dpで一番重要なのはどのように更新の条件を立てるかだと思ったから．",14,"最終的にも止まる答えがdpテーブルのどこにあたるのかということを示している部分だから．
3番である理由は，1,2番で示した部分が分かれば，この部分も直感的に分かるのではないかと思うから．",,まあ理解できた。,
12/17/2022 22:34:25,8,10,12,動的計画法を使うというのはこの問題を解く上でのポイントであり、またテーブルの埋め方も考えて書かなければいけない所だから。,6,dpテーブルの初期化において、1列目の埋め方はこの問題の内容を踏まえて、少し考えなければならないところだから。テーブルの埋め方の方が大事だと思ったので3番とした。,14,動的計画法で、答えがテーブルの右下に出てくるというのも重要なところだから。知っていれば分かることなので3番とした。,,とても理解できた。,
12/16/2022 18:55:03,9,10,12,レーベンシュタイン距離を求めるDPにおける遷移を表しており、ここを間違えるとDPが正しく動かないから。,6,DPの初期値を格納している箇所であり、遷移ほどではないものの、DPの結果を正しく出すためには必要な箇所であるから。,14,答えがDPテーブルの中のどこに現れているかを表しているから。DPの答えが正しく求められるには、遷移や初期値が正しいことが前提であるため、遷移や初期値ほど重要ではないと考えている。,8行目。ここも6行目と同様にDPの初期値を格納している箇所であるため重要である。,とても理解できた。,
