time,personID,problemID,1st,1st_reason,2nd,2nd_reason,3rd,3rd_reason,others,understanding,free
12/12/2022 2:57:41,1,26,5,"i, jの距離をkを経由する場合としない場合に分けて計算するというワーシャルフロイド法の重要な考え方を表しているため．",2,経由頂点のループを一番外側にしなければ計算順序が間違ってしまい，ミスが起こりやすいと考えたため選択した．1番目で選択した箇所ほどアルゴリズムの本質を表している訳ではないので2番目とした．,8,"負閉路検出のための条件を表している箇所であるため選択した．1,2番目ほどアルゴリズムの核心部分ではないと考え3番目とした．",,まあ理解できた。,
12/31/2022 1:18:21,10,26,2,三つのfor文の順番に気をつけることが重要であると思ったため。,5,1番に基づいて、5行目の式で更新することが重要であると思ったため。,8,1番2番と別に、負の閉路の検出をすることも得られた最短距離が正しいかに関わり、本質ではないが重要であるため。,,まあ理解できた。,
1/3/2023 7:56:21,11,26,5,i->jの距離を間の中間地点kを確実に通った時に短くなるかどうかを見ていくのは大事な考え方だと思います．,2,kが一番外側に来ることが大事だと思います．実際に更新してる箇所の方がより本質に感じたので2番目にしました．,18,初期値をINFにしているところが大事だと感じました．前処理感がつよいので3番目にしました．,,とても理解できた。,
12/16/2022 22:57:39,2,26,5,ぐるぐる回しながら最短距離が更新できるなら更新する、というのがワーシャルフロイド法なので、その更新している行が最重要だと考えた。,21,行列Gの初期値は基本的にinfだが、辺があるところは辺のコストにしておかないといけないので、アルゴリズムの直接的な部分ではないが、これも重要だと考えた。,23,同じくある頂点から同じ頂点までの最短距離は自明に0なので、これも例外的に初期化しておかないといけない。2番目の行より後ろの行なので、3番目にした。,,とても理解できた。,
12/17/2022 23:11:40,3,26,25,ワーシャルフロイド法で解けることに気付くことがこの問題のコアだから。,2,ワーシャルフロイド法の肝は中継点から回してノード集合を増やしていくDPの探索順序だと考えているから。,5,ワーシャルフロイド法に使っているDPの遷移式そのものはここだから。,,とても理解できた。,
12/21/2022 22:44:52,4,26,5,kを経由したほうが良いのかどうかを順番に見ていくというのがこのアルゴリズムの本質だから。,9,NEGATIVE CYCLEがあったかどうかを判定している部分だから。ただ判定方法は簡単だから。,12,経路があるのかどうかを判定している部分だから。ただこれは更新も一瞬だから。,,とても理解できた。,
12/28/2022 21:51:44,5,26,2,"自分がワーシャルフロイド法のコードを書く際に、i,j,kの順番を誤る事が多く、とくに中点であるkについて先に走査するという部分が間違えやすいと感じたので、この部分が最重要だと感じた。",5,一度覚えれば忘れづらいため一番大切ではないと思ったが、ワーシャルフロイド法の本質的な部分であり、2番目に重要だと考えた。,8,ワーシャルフロイド法を調べると2~6行目の部分の情報を得られることが多いが、その他でマイナーな負の閉路検出を行う手法について知ることができる手法が書かれている8行目が3番めに重要だと考えた。,,とても理解できた。,
12/17/2022 23:37:50,6,26,5,Warshall-Floyd 法は DP の一種であり、遷移式が最も重要。,2,k のループを外側にしないと酷い目に遭う。1 番に比べれば細かい注意点。,7,負閉路の存在条件を示している。1 番や 2 番と比べると最短路計算の文脈からは外れる。,,とても理解できた。,
12/15/2022 18:06:30,7,26,25,ワーシャル・フロイドアルゴリズムを用いることでこの問題を解くことができることがこの行から分かり，アルゴリズム名を知っている人はどのように解くのかを把握することができるから．,5,"各頂点間の距離をこの行の式で更新していくことで徐々に最小距離を求めていくことができるから．
1番でない理由としては，これはワーシャル・フロイド法の具体的な方法であり．アルゴリズムについて知っている人にとっては既知のこととなってしまうから．",8,"負の経路の検出の方法がこの行で表されているから．
3番目である理由は，負の経路があることは例外的なパターンであり，全ての問題に共通するものではないから．","2,3,4: どの順番にfor文ループを回すのかということは重要だから．",まあ理解できた。,
12/19/2022 18:09:55,8,26,5,三重ループを使いながら、最短経路を計算していくというのがワーシャルフロイド法の肝だから。,8,負の閉路ができていたときにそれを検知するというのも重要だから。最短経路の探索の方が重要だと思ったので2番にした。,18,十分に大きな値で初期化しておくことも、問題を正しく解くためには大事だから。アルゴリズムそのものではないので3番にした。,,まあ理解できた。,
12/21/2022 3:23:32,9,26,5,最短経路の更新を行っている行であるから。ここがなかったり、間違ったりしていると正しく動作しないため、ここが一番大事と考えている。,2,最初にkに関してループを回すことを表している行であるから。直接最短経路の更新を行う行ではないものの、ここの順番を間違えていると正しく動作しないため、この順番でやることが大切だと考えている。,8,負閉路検出の条件を表している行であるから。負閉路検出は必ず毎回登場するとは限らないため、ワーシャルフロイドで常時注意する必要がある1番目や2番目よりは重要ではないと考えている。,,とても理解できた。,
