time,personID,problemID,1st,1st_reason,2nd,2nd_reason,3rd,3rd_reason,others,understanding,free
12/12/2022 12:04:05,1,11,9,基準値よりも小さいものと大きいものに分けるという考え方を表しているため重要だと考えた．,19,分割した配列について操作を行うという考え方を表しているため重要だと考えた．分割した配列に対して行う操作を表している1番目よりは重要ではないと考え，2番目として選択した．,20,分割した配列について操作を行うという考え方を表しているため重要だと考えた．2番目と同等の重要度だが，便宜上3番目とした．,,まあ理解できた。,
12/30/2022 20:08:27,10,11,5,pivotをarr[left]と置くことで、whileの中身がシンプルになるので重要だと思いました。,19,再帰を使うことは1番よりも思いつきやすいので、2番目に重要であると思いました。,15,値をスワップさせることはクイックソートで基本的なので、3番目に重要であると思いました。,,まあ理解できた。,
1/3/2023 6:00:57,11,11,5,ある基準点をつくってその点より上か下かで整列していくというソートの初歩であるため．,15,まさに順序が逆転している箇所を入れ替えている行だから．pivotの概念よりはこのアルゴリズムにとくゆうではないから2番目です．,13,終了条件を正しくかかないと不具合がおこるため．アルゴリズムの本質からはなれるように感じたので3番目です．,,とても理解できた。,
12/16/2022 21:20:26,2,11,9,ピボットを固定してピボットより左はピボットより小さく、右は大きくしたいが、そのswapを行うindexを決めている行であるから。,11,上と同様に、swapを行うindexを決めている行である。後に出てきたので2番目。,15,swapするindexを決めた上で、実際にそのswapをしている行であるから。indexを決める方が大事であると考えたので3番目にした。,,まあ理解できた。,
12/15/2022 19:21:13,3,11,28,クイックソートを含めてソートアルゴリズムが問題の本質だから。,15,クイックソートは境界を決めて左右でswapを繰り返すのが本質だから。,5,swapのための基準であるpivotを決めているところはswapほどではないが重要だと考えた。,,とても理解できた。,
12/21/2022 13:32:20,4,11,15,今見ているリストの左側と右側にpivotを基準に分けるというクイックソートの本質的な処理をしているため。,9,リストの右側と左側に分けるためのカーソル位置を決める条件文だから。あくまで1番の処理を行うための条件文だから。,19, pivotを基準に分けるというのを再起的に行う部分だから。ただ引数の与え方などは比較的単純。,,とても理解できた。,
12/28/2022 16:44:00,5,11,19,クイックソートが再帰的な処理で、左と右にpivot以外を分けて処理しているのだということが、20行目と合わせて理解できるから。,20,クイックソートが再帰的な処理で、左と右にpivot以外を分けて処理しているのだということが、19行目と合わせて理解できるから。(後に登場したので、2番めに大切ということにしました),15,マーカーの移動だけではpivotより大きい/小さいものに分けることはできないが、このSwap処理が入ることで左右に振り分けられるのだということが分かるようになるから,8 ~ 17:クイックソートの根幹部分の実装は全体に意味があり、重要だと感じます,とても理解できた。,問題文の(配列の長さ、配列の要素の値等については特に考えなくて良い)という表現の意味があまり汲み取れなかったです
12/14/2022 14:42:25,6,11,15,小さいものを左、大きいものを右に寄せるための交換操作をする行で、ソートの根幹だから。,19,クイックソートが再帰的なアルゴリズムであることを示す行だから。ソート自体を処理しているとは言えないので 1 番ではない。,15,クイックソートが再帰的なアルゴリズムであることを示す行だから。2 番と同様に重要。,,とても理解できた。,
12/14/2022 5:25:55,7,11,28,この問題の解法では，クイックソートと呼ばれるアルゴリズムを利用するということがこの一行で分かり，アルゴリズム名が判明すると解く方針も分かりやすくなるから．,19,"クイックソートでは，再起的に領域を狭めながらソートを実現するアルゴリズムであることがこの一行でわかるから．(20行目も同様だと思います．)
1番でない理由は，ここだけではどのようなアルゴリズムなのか全体を把握はできないため．",15,"pivotより小さい数を左に，大きい数を右にという操作を行うというクイックソートのそれぞれの試行で行われている操作がこの一行で分かるから．
3番目である理由は，1番目のクイックソートとアルゴリズム名の判明と2番目の再起的に行うことで高速化していることよりは重要度が低いと考えたため．",2: 再起の終了条件を明示している部分だから．,まあ理解できた。,
12/17/2022 22:46:55,8,11,15,クイックソートというアルゴリズムで、pivotを基準として左右に振り分けていくという作業がもっともよく表れている一文だから。,19,クイックソートで再帰を使うというのも、アルゴリズム上とても重要だから。1番の方がより本質的だと思ったのでこちらは2番とした。,5,"クイックソートにおいて、pivotの選び方はいろいろあるが、ここでは1番左のものをpivot
にしているというのがここから分かるから。割と些事だと思ったので3番にした。",,とても理解できた。,
12/16/2022 19:13:54,9,11,15,左側にある、ピボットより大きい値と、右側にある、ピボットより小さい値を、スワップする箇所であり、この部分がクイックソートの処理の本質部分であるといえるから。,19,配列の中のより小さい部分に対してクイックソートを再帰的に行っている箇所であるから。ソートの本質である「並べ替え」を表す箇所ではないと考えているため、1番ではないと考えた。,2,クイックソートが終了する条件を表しており、ソートの本質部分ではないものの、プログラムを正しく動作させる上では重要な箇所であると考えたから。,20行目。19行目同様に、再帰的に呼び出してクイックソートを行うことを表している箇所であるため大切である。,まあ理解できた。,
