time,personID,problemID,1st,1st_reason,2nd,2nd_reason,3rd,3rd_reason,others,understanding,free
12/8/2022 21:48:32,1,6,7,初期化したDPテーブルを更新する箇所でありDPの考察の大部分を占めているとともに，ミスが起こりやすい箇所でもあるため重要だと考えた．,10,DPテーブルを構築している箇所であり，DPの本質部分の一つだと考え選択した．DPテーブルの更新を行う部分に比べると考察の必要は少なく，ミスも起こりにくいと考え2番目とした．,12,"完成させたDPテーブルを用いて要求された答えを出力する部分であるため重要だと考えた．
DPテーブルの初期化，更新の方がより本質的かつ注意を要する部分だと考え，3番目とした．",,とても理解できた。,
12/30/2022 17:30:37,10,6,10,動的計画法で一番重要な式を表していおり、重要であると感じたため。,7,dp = [[0 for _ in range(W + 1)] for _ in range(N + 1)]はdpテーブルの初期化として、漸化式ほどではないが重要だと思ったため。,12,"dp[N][W]を出力し、価値の合計の最大値を求めることが、1,2番ほど難しくないが重要だと感じたため。",,まあ理解できた。,
1/3/2023 5:11:59,11,6,10,dpテーブルの更新を行なっていくところであるから．漸化式をどう定義するか考えるのがDPの一番の要点だと思います．,7,この問題を二次元リストで管理するという発想自体が大事だと思います．どう管理するかは1番目にあげたので，2番目には構造をあげました．,12,最終的に欲しい状態がテーブルの中のどこに存在しているかを把握するのは大事だと思います．どこを見るかよりも情報自体を作るのが大事だと考えたので，3番目にしました．,,とても理解できた。,
12/15/2022 23:10:54,2,6,10,ナップサック問題の漸化式の部分であり、これのおかげで指数時間から改善することができているため。,7,動的計画法をつかうことにより、O(NW)で求めることができるが、そのdp配列を宣言していることも大切であると考えた。(dpの本質部分ではないので2番目。),5,10行目と7行目が最も重要な部分であるが、一応入力をしないと問題は解けないので、5行目が次に大切。,,とても理解できた。,
12/11/2022 0:52:52,3,6,10,ナップサック問題は要はdpで解けることが一番大事だが、そのコアはここの遷移式なので。,8,dpは状態を適切に管理することで全探索を効率化することだと考えられるが、9行目と合わせてここが全探索部分なので。,9,dpは状態を適切に管理することで全探索を効率化することだと考えられるが、8行目と合わせてここが全探索部分なので。,,とても理解できた。,
12/21/2022 12:10:22,4,6,10,動的計画法を行うためのテーブルを更新する重要な処理が行われているため。,12,答えを出力するために動的計画法の結果のテーブルを参照しているため。ただ処理としては参照をしているだけ。,7,動的計画法を行うためのテーブルを初期化しているため。初期化のみのため1番や2番にはならない。,,とても理解できた。,
12/28/2022 15:18:46,5,6,10,DPの処理がワンライナーで記述されており、どのようにDPテーブルが書き込まれているかわかりやすいから,7,"直感的に理解できる部分ではあるが、DPテーブルの設計について(V,Wに１を加えた大きさであること)の補足知識を得られるから",12,上記２つの行で処理の本質的な部分はすべて網羅しているが、補足として、DPテーブルのどの部分に最終的な結果が書き込まれていることが分かるから,,とても理解できた。,
12/14/2022 14:16:56,6,6,10,動的計画法の根幹である、テーブルの更新を行っている部分だから。,7,動的計画法の更新の初期条件が含まれているから。漸化式においては更新式の次に重要と言えるだろう。,8,テーブルの更新順序を規定している行だから。1 番や 2 番の部分が決まれば自然に定まるので、それらより重要とは言えない。,9。8 行目と同様に重要。,とても理解できた。,
12/13/2022 22:22:39,7,6,10,dpを行うために一番重要となる，値を更新するための条件式が書かれているから．,12,"dpの結果，最終的に求めたい答えはdp[N][W]に現れるということがこの行で現れているから．
1番目でない理由は，dpの更新アルゴリズムが分かればこのことは最終的に分かることであるから．",9,"容量Wに関するdpであることがこの行で確認できるから．
3番目である理由は，特に他のものに注目したdpでも可能であるため．",,まあ理解できた。,
12/17/2022 22:08:08,8,6,10,動的計画法において、最も本質的な部分を表している場所だから。,7,dpテーブルを作成するのも、動的計画法においては大切だから。1番に比べると本質的ではないと思った。,12,動的計画法の答えがテーブルの右下に出てくるというのも、知らないと分からないから。アルゴリズムそのものではないので重要度は低いと思った。,,とても理解できた。,
12/15/2022 20:59:02,9,6,10,DPの遷移を表しており、DPの問題においては遷移が最も大事な箇所であると考えているから。,7,DPの初期値を表しているから。DPの問題においては初期値が遷移の次に大切であるので、この順番である。,12,DPテーブルの中で、答えが格納されている場所を表しているから。DPテーブルの中でこの場所に答えが格納されていることは、DPテーブルが正しく更新されたことが前提であるため、優先順位は前者二つに比べると低くなる。,,とても理解できた。,
