time,personID,problemID,1st,1st_reason,2nd,2nd_reason,3rd,3rd_reason,others,understanding,free
12/12/2022 12:12:55,1,18,11,特定の間隔で配列を見ることを表しており，シェルソートの考え方の重要な部分だと考えたため．,14,挿入ソートを行うことを端的に表しており，1番目と合わせてシェルソートの考え方を表していると考えたため．配列を特定の間隔で飛ばしながら見るという考え方の方が重要だと考えて2番目に選択した．,18,"間隔を狭めていくことを表しているおり，1,2番目と合わせてシェルソートの考え方を表していると考えて選択した．挿入ソートを間隔を開けて行うという考え方に比べれば重要度は低いと考えて3番目とした．",,とても理解できた。,
12/30/2022 21:59:08,10,18,16,16行目により前に戻って比較するようにして、間隔ごとに挿入ソートをしていて、重要であると感じた。,5,シェルソートは、間隔の決め方も重要であるので、2番目に重要であると思った。,18,基本的だが、h//3を忘れないことが大切なので、3番に重要であると思った。,,まあ理解できた。,
1/3/2023 7:06:31,11,18,16,シェルソートで，間隔がhでソートしていることがわかる一行だから．,14,挿入ソートと同じようにソートをやっているのがわかるから．シェルソートの特色は間隔をあけることなので2番目です．,5,hの幅を決めている箇所だから．hの幅の決めかたは様々にあるので，3番目の重要度にしました．,,とても理解できた。,
12/16/2022 22:23:22,2,18,18,シェルソートは挿入ソートの間隔をちょっとずつ狭めていくものなので、その間隔を狭めていっている部分が最重要であると考えた。,9,シェルソートは挿入ソートの幅が1になるまでやるので、その終了条件を書いている場所が狭める行に次いで重要であると考えた。,4,最初の挿入ソートの幅はなるべく広くとりたいので、これが甘くてもアルゴリズムは動くので重要度は下がるが、3番目には重要であると考えた。,,とても理解できた。,
12/15/2022 20:29:01,3,18,26,このとき方のコアはシェルソートをソートアルゴリズムとして採用していることなので。,5,シェルソートはソート間隔を変える、挿入ソートの改良版だが、ここのソート間隔の取り方が一番重要なので。,18,シェルソートは間隔を変えながら行うのが重要なアルゴリズムであるから。,,とても理解できた。,
12/21/2022 15:05:21,4,18,11,hおきにリストを見て、並べ替えるという繰り返しがシェルソートの本質だから。,18,hを更新しながらソートしていくというのがシェルソートでは重要だから。ただ処理としては単純。,5,適切なhを決める部分。これはソートの効率に関わるため。ただある程度適当でもソートはできる。,,まあ理解できた。,
12/28/2022 19:54:47,5,18,15,14行目とあわせ、シェルソートが挿入ソートと類似であるという点を確認できるという意味で重要だと考えた。また、差分がhであることも理解できるためもっとも重要とした。,14,15行目と同様にシェルソートとの類似性がわかるが、hについての言及がなくシェルソートと全く同じ実装であるため2番めに重要だと考えた。,18,シェルソートの本質である、間隔を狭めながらソートしていくという部分を表現していて、重要だと考えた。ただし、読解というより見れば分かる部分であるため、3番めに重要とした。,,まあ理解できた。,
12/14/2022 16:15:51,6,18,18,シェルソートにおける、列全体の分割数 h を徐々に減らしていくという特徴を端的に表している。,10,h 個に分割された列の何番目を対象とするか、というイテレーションであり、h の変化に影響を受ける部分。,11,列の分割方法が、index mod h ごとであることがわかる部分。2 番目と同等程度に重要。,,とても理解できた。,
12/15/2022 14:57:09,7,18,26,この問題の解法では，シェルソートと呼ばれるアルゴリズムを用いていることがこの行から分かり，アルゴリズム名を知っている人はどのように解くのかを把握することができるから．,18,"シェルソートでは，間隔hを徐々に小さくしながらソートを行なっていくことで可能なアルゴリズムであり，そこが一番特徴的な部分であると思ったから．
1番ではない理由としては，この部分だけではシェルソートでどのようにソートを行うのかの全体は把握できないから．",14,"間隔hごとに自分より左側に自分より小さい数がないようにソートしていくことでソートが可能であることについて，この条件式で行っているから．
3番である理由は，この部分は挿入ソートなど他のアルゴリズムでも行うものであり，シェルソート特有のものというわけではないから．",,まあ理解できた。,
12/18/2022 2:35:18,8,18,11,間隔hで配列を分割し、ソートしていくというシェルソートの方法がよく表れた一文だから。,5,hの決め方がいろいろある中で、どれを採用したのかを表しているから。アルゴリズムそのものではないので2番にした。,17,ソートするための値の入れ替えを行なっていて、ソートのアルゴリズムをよく表しているから。シェルソート特有のものではないので3番にした。,,まあ理解できた。,
12/20/2022 12:23:19,9,18,5,シェルソートにおける、hを決めている箇所であり、ソートの間隔を設定するというシェルソート特有の処理を決めている箇所であるから。,18,シェルソートにおいて、間隔を狭めている箇所であるから。間隔を決めた上でその後で狭めているため、間隔を決めている行ほどは大事ではないと考えている。,14,シェルソートにおいて、挿入ソートと同じようにデータの大小に応じて入れ替えを行っている箇所であるから。挿入ソートと同じ箇所ではあるため、1番重要というわけではないと考えている。,,まあ理解できた。,
