time,personID,problemID,1st,1st_reason,2nd,2nd_reason,3rd,3rd_reason,others,understanding,free
12/8/2022 22:01:24,1,7,9,"
注目している区間の真ん中の要素について確認を行い区間を狭めることにより，確認回数をlogオーダーに抑えるという2分探索の考え方の核となる部分であるため．",12,条件を満たす要素があれば探索区間をその右側に，なければ左側に絞るという2分探索の区間削減の考え方を最も端的に表していると考えたため．1番目のように計算量のオーダーに関わる部分ではないため，2番目とした,8,"このように実装することによって,okとngの大小が逆転しても同様に実装できるため，1,2番目として選んだ行ほど重要ではないが，実装の工夫としては重要だと考え3番目として選んだ．",,とても理解できた。,
12/30/2022 17:38:52,10,7,8,whileの条件式によって、中の場合分けが変わってきて、ややこしくなる事があるので、重要だと思いました。,6,while abs(ok - ng) > 1:が最初に成り立つように、ng = -1と初期化することも重要だと思いました。,27,binary_searchで見つかった分ansに足すことは比較的簡単だが重要だと思いました。,,まあ理解できた。,
1/3/2023 5:20:33,11,7,9,"""2""つにわっているところだから．この操作のおかげで高速に探索できるようになっているため．",8,探索を終える条件を把握することは大事だと思います．操作を終える条件であり，操作そのものではないので2番目にしました．,6,"ng,okで確実にそうだといえる範囲のインデックスを指すことは重要です．前二つに比べるとちょっとしたポイント感が強くて本質からちょっと離れたところにいるイメージがあります．",,とても理解できた。,
12/15/2022 23:23:27,2,7,9,"""二分""探索という名前のアルゴリズムなので、変数midを宣言してその判定問題に落とし込んでいる部分が最重要であると考えた。",12,その二分探索の判定問題を解いている部分なので、アルゴリズムの本質部分に次いで、問題を解くという意味で重要であると考えた。,8,二分探索は終了条件をきちんと指定しないと正しく収束しなかったり、計算が終わらなかったりするので、細かい部分ではあるが、上の2つの行に次いで重要であると考える。,,とても理解できた。,
12/11/2022 0:57:18,3,7,26,この問題の一番コアなところは二分探索を使って効率的に探索できることに気付くことなので。,9,この問題で一番大事なアルゴリズム二分探索の大事な部分は、ここで区間を半分にしながら探索できることだと思うから。,8,上述した区間を半分にすることを繰り返すことで必要なindexを求められるのが二分探索で大事なところなので、繰り返し処理もまあちょっとは大事かもしれない。,,とても理解できた。,
12/21/2022 12:23:45,4,7,2,答えがリストの右側にあるか左側にあるかを判別するという二分探索の本質的な処理だから。,9,現在の探索範囲の真ん中の位置を調べるというのは二分探索において重要。ただ処理としては単純。,10,2分探索に成功したかを判別する処理だから。比較的重要ではあるが、一致の確認をしているだけ。,,とても理解できた。,
12/28/2022 15:25:33,5,7,2,二分探索には様々な流派があり、読み手の「ok」の定義が曖昧だとコードの誤読を起こす。２行目を読むことで、「ok ⇔ 値がkey以上の集合」(めぐる式二分探索？)と理解できるため、重要だと考えた。,9,二分探索の基本的な考え方である、ngとokの中点を次回の探索点とするという考え方が分かるから。１番にしなかった理由は、二分探索が既知であればあまり本質的ではないため。,8,while文を使って二分探索を実装する際のテクニックとして学びのある行だから。二分探索の基本的な知識である点と、中点を次回の探索点にするという知識よりは重要度が低いと考え３番めにおいた。,,とても理解できた。,
12/14/2022 14:21:09,6,7,13,二分探索の根幹である、解の存在範囲を半分に狭める部分だから。,15,二分探索の根幹である、解の存在範囲を半分に狭める部分だから。1 番と同様に重要。,8,あり得る解が 1 つになるまで探索するという終了条件を表す部分だから。解の狭め方に比べると従たる部分であると言える。,,とても理解できた。,
12/13/2022 22:51:14,7,7,9,二部探索で一番重要である，okとngの中間の数と比較し，範囲を狭めていくという工程で重要な中間の数を算出する箇所だから．,8,"探索の終了条件をこの行のように定めることで探索の終了を定めている．
一行目でない理由は，終了条件は二部探索の一番重要な部分ではないから．",12,"答えとしてカウントされるかどうかの判断をしている部分だから．
3番目である理由は，この問題で一番問われているであろう二部探索のアルゴリズム自身とは少し外れた内容であるから．",,まあ理解できた。,
12/17/2022 22:13:47,8,7,13,二分探索で、見つからなかった時にカーソルの位置をずらして、探索範囲を狭めるという処理はとても重要だから。,15,1番と同様の理由で、二分探索において重要なところだから。重要度は1番と同じ。,10,二分探索で、答えが見つかった時の処理も重要だから。探索範囲を狭めていくことの方が二分探索の本質だと思ったので3番にした。,,とても理解できた。,
12/16/2022 18:13:26,9,7,2,二分探索の中において、判定の条件を関数化したものであり、ここが間違っていると二分探索が正しく動作しないという点で一番大事なポイントだと考えているから。,8,二分探索における終了条件を明記しており、ここが正しくないと正しく終了しないため。判定の条件とは違い、問題によって異なるような箇所ではなく、常に同じような処理をする箇所であるため、1番ではないと考えた。,10,データが配列の中に見つかった場合にTrueが返せるような処理を別立てで行っている箇所であるから。この部分は今回の問題特有の箇所であり、一般の二分探索の問題で現れる箇所ではないため、1番や2番ではないと考えた。,16行目。この部分では、データが見つからなかった場合にFalseを返しており、10行目同様に重要だと考えた。,とても理解できた。,
