time,personID,problemID,1st,1st_reason,2nd,2nd_reason,3rd,3rd_reason,others,understanding,free
12/8/2022 23:45:30,1,12,29,区間に対する処理の際には，注目している区間を子区間に分割し再帰的に処理するというSegment木の核となる発想が表されているため最も重要だと考えた．,21,更新の際は子区間から親区間に結果を伝えるというsegment木の重要な考え方が表されていると考えたため．実装難易度が29行目よりも低いことを考慮して2番目とした．,20,"子区間から親区間へと注目するインデックスを移す処理が書かれているため重要だと考えた．Segment木の発想の中心である1,2番目に比べると実装の細かい部分に当たると考え3番目とした．",,とても理解できた。,
12/30/2022 20:22:32,10,12,21,updateで親をたどりながら更新していることがとても重要だと思ったため。,29,最小値を取得する関数を、再帰を使って実装しているのもupdateの次にするべきこととして重要だと思いました。,44,1番や2番の次に、updateとfindを呼び出している部分が問題を解く上で重要だと思いました。,,あまり理解できなかった。,
1/3/2023 6:10:13,11,12,20,このデータ構造において，2で割っていくことで高速に最小値を更新できることが最大の強みだと思います．,7,セグ木の初期状態を最小が問題になっているのに合わせてinfでつくっている.長さが2^n-1のリストという点でも大事だと思います．どう更新するかの方がこの問題に特有だと感じたから2番目です．,29,探索の方法として，このような範囲を絞っていく再帰の関数をつくるのは重要だと感じます．2で割っていく箇所は1番目で触れたのでその要素を抜いて考えた時に3番目くらいの重要さかなとおもいました．,,とても理解できた。,
12/16/2022 21:24:52,2,12,21,一点更新区間minのセグ木の問題であるが、一点更新がlogオーダーでできる本質の行だと考えたので、ここにした。,29,区間minをlogオーダーで求めることができる本質の行であるから。更新できることが重要ポイントであると感じたので2番目にした。,14,セグ木の処理の初期化を行なっている部分であるので、これもクエリ処理に次いで重要だと考えた。,,まあ理解できた。,
12/15/2022 19:30:15,3,12,37,Segment Treeで解けることがこの問題のコアであるから。,29,Segment Treeでどこが重要かと言われると微妙だがこの式で区間についての演算が高速にできるのはかなり本質だと思う。,21,一点更新が対数時間で実行できるのが重要だがその本質はここの遷移式一発で更新できるからなので。,,とても理解できた。,
12/21/2022 13:50:13,4,12,29,セグメント木の性質をつかって再起的に探索の関数を呼び出しているため。,21,木を更新する本質的な処理をしているため。1番に比べると複雑な処理はしていない。,14,セグメント木の性質を使って木を表すリストを埋めているため。ただ答えに直接つながる処理ではない。,,まあ理解できた。,
12/28/2022 16:53:53,5,12,37,Q2同様、SegmentTreeを使うこと自体がもっとも重要であると考えた。,7,SegmentTreeを使うことが最重要な前提であるとした上で、この問題のコードを書く上で気をつけるべき点として、初期化する際に演算minの単位元であるinfや最大の数である2^31-1で埋めている点がある。単にゼロ埋め、と覚えるのではなく、単位元を利用することを強調するという意味で、7行目が重要であると考えた。,39,7行目と同様、初期化のための数が2^31-1という巨大数であることを意識する必要があると考えたから。厳密には単位元ではないため、infよりは重要性が低いと感じた。,,まあ理解できた。,
12/14/2022 14:45:56,6,12,39,セグメントツリーで区間 min を再帰的に求める根幹の部分だから。,21,セグメントツリーの更新を行う部分の本体。1 番と比べると自明。,17,忘れがちなインデックスの処理。1 番 2 番と比べると本質ではない。,,とても理解できた。,
12/14/2022 23:45:29,7,12,37,この問題の解法はセグメントツリーと呼ばれるアルゴリズムを用いるということがこの行から読み取れるから．,14,"この行より，どのように問題に適したセグメントツリーを構成するかが分かるから．
1番でない理由は，具体的なアルゴリズム名(セグメントツリー)が分かることよりは重要ではないと考えたから．",29,"どのように最小値を得るのかをこの行で表されているから．
3番目である理由は，セグメントツリーの構造が分かれば，どのように得られるのかは分かる場合が多いと思うから．",,まあ理解できた。,
12/17/2022 23:06:36,8,12,29,セグメント木の性質を生かして、最小値を求める再帰アルゴリズムを作成しているから。,14,セグメント木を使うというのは、この問題を解く上での本質であり、その木の構築の主要な部分だから。答えを出すところそのものではないので、2番とした。,21,セグメント木の性質を利用して、数字のアップデートを行った後の更新作業を行なっており、重要なところだから。1番2番に比べると基本的なことなので、3番とした。,,まあ理解できた。,
12/20/2022 1:31:23,9,12,29,セグメント木において、区間の最小値の取得は左の区間と右の区間の最小値であることを再帰的に繰り返して求める、ということが重要であると考えており、29行目はまさしくそのことを述べているから。,27,区間が丸ごと含まれている場合の、区間最小値の処理が述べられているから。これは左の区間と右の区間の最小値を再帰的に求めることが前提となっているため、1番ではないと考えた。,21,セグメント木における一点更新の処理が述べられている行であるから。一点更新の処理は区間の最小値を求める処理ほどは重要でないと考えているため、1番や2番ではないと考えている。,7行目。区間最小値を求めるセグメント木では初期値をinfにするのが大切であるから。,とても理解できた。,
