time,personID,problemID,1st,1st_reason,2nd,2nd_reason,3rd,3rd_reason,others,understanding,free
12/15/2022 12:59:30,4,1,8,arrを順番に見ていく上で最も重要な判別を行なっていると思うから,15,前回のsumを利用することで効率化に貢献しているため。ただこの効率化がなくても問題に正解はできる。,11,最終的な答えを更新している部分であるため。ただ誰でも簡単に思いつきそう。,"2, 0の掛け算に対する処理を意外と忘れてしまいそうな気がするから",とても理解できた。,
12/20/2022 23:47:18,4,2,29,セグメント木の性質を利用して再起的にgetSumを求める関数を呼び出している部分だから。,21,セグメント木を更新している部分だから。ただそれほど複雑な処理ではないため。,1,まずこの問題をセグメント木を使って解こうとする発想が重要だから。ただ重要な処理をしている訳ではない。,,とても理解できた。,
12/21/2022 11:16:37,4,3,11,countリストを順番に見ていくという操作がこのソーティングアルゴリズムの本質だから。,12,答えを表すリストに何を詰めるのかを決めている部分だから。ただ処理としては単純。,7,このソーティングアルゴリズムで重要になるcountリストの中身を決めているため。ただ数え上げているだけではある。,,とても理解できた。,
12/21/2022 11:40:17,4,4,19,二分探索木を作成・値を挿入するときに最も重要になる条件分岐だから。,32,中間順巡回を行うために、どの引数を用いて再起的に関数を呼び出すかを決めているため。ただ、できている木を見ていくだけの処理。,39,先行順巡回を行うために、再起的に関数を呼び出している部分だから。ただ、この木においては中間順の方が重要な意味を持つ。,,とても理解できた。,
12/21/2022 11:56:29,4,5,19,dfs_subという関数を再起的に呼び出すという、深さ優先探索の本質的な処理をしているため。,15,発見時刻を表すリストを更新している部分だから。DFSの本質ではないがこの値は回答に必要。,20,完了時刻を表すリストを更新している部分だから。どの部分でこの処理を行うかを考えるのは比較的簡単。,,まあ理解できた。,
12/21/2022 12:10:22,4,6,10,動的計画法を行うためのテーブルを更新する重要な処理が行われているため。,12,答えを出力するために動的計画法の結果のテーブルを参照しているため。ただ処理としては参照をしているだけ。,7,動的計画法を行うためのテーブルを初期化しているため。初期化のみのため1番や2番にはならない。,,とても理解できた。,
12/21/2022 12:23:45,4,7,2,答えがリストの右側にあるか左側にあるかを判別するという二分探索の本質的な処理だから。,9,現在の探索範囲の真ん中の位置を調べるというのは二分探索において重要。ただ処理としては単純。,10,2分探索に成功したかを判別する処理だから。比較的重要ではあるが、一致の確認をしているだけ。,,とても理解できた。,
12/21/2022 12:32:03,4,8,37,ラウンドロビンスケジューリングを実現するために、キューを更新するか、printするかを決めている部分だから。,13,キューにプッシュするときにどのインデックスに入れるかを決めているため。キューとしては重要だが、処理は比較的単純。,19,キューのポップを行う本質的な部分。2番のプッシュより処理はもっと単純である。,,とても理解できた。,
12/21/2022 13:00:49,4,9,21,"
power_mod()を適切に利用して組み合わせの計算をしているため。与える引数も複雑で考える必要がある。",25,答えを求めるためにcombination()に適切な引数を与えている部分だから。引数を決めているだけで本質的な処理の部分ではない。,7,power_modを適切に計算するために再起処理を行なっているため。power_modは大事だが、このプログラムの中では道具の1つ。,,まあ理解できた。,
12/21/2022 13:18:29,4,10,12,挿入・削除・置換を使ってDPテーブルを更新するという、動的計画法の本質的な処理だから。,4,動的計画法で解くためにDPテーブルを初期化している部分だから。DPを使うという判断が分かる行というだけで、大事な処理ではない。,6,DPテーブルの自明な部分を埋める処理だから。自明な部分というだけあって1番や2番ではない。,,とても理解できた。,
