time,personID,problemID,1st,1st_reason,2nd,2nd_reason,3rd,3rd_reason,others,understanding,free
12/8/2022 20:53:06,1,1,8,尺取法において重要な，条件を満たす限り区間の右端を進めるという操作が書かれているため．,7,尺取法において重要な，条件を満たさなくなったら限り区間の左端を進めるという操作が書かれているため．区間の右端の操作の方が難しいと考えたため2番とした．,2,尺取法の本質部分からは外れるため1番や2番ではないが，問題の性質に起因するコーナーケースを除去する重要な部分であるため．,,とても理解できた。,
12/8/2022 21:07:35,1,2,29,現在見ている区間を再帰的に分割することで区間和を求めるというセグメント木の本質部分だと考えたため．,26,現在見ている区間が求めたい区間に含まれている場合はその区間和を返すという部分であり，区間和を再帰的に求める上で重要な操作だと考えた．区間の分割の方がより本質的と考え，2番とした．,20,子区間から親区間に遡って区間和を求めるという操作であり，セグメント木を成り立たせるための初期化として重要だと考えた．求めたい区間和を複数の区間に分割する操作に比べれば本質的でないと考え，3番目とした．,,まあ理解できた。,
12/8/2022 21:19:11,1,3,5,"
各要素について出現回数を記録するという計数ソートのアルゴリズムの発想を端的に表した一行だと考えたため．1番目とした．",11,各要素の出現回数に応じてソートされる配列を更新する部分であり，計数ソートの核となる発想であると考えたが，5行目のカウンターの初期化部分の方がより本質的と考え，2番目とした．,13,各要素の出現回数に応じてソートされる配列のインデックスを適切に設定する部分であり，アルゴリズムの本質ではないが，ミスが起こりやすい部分だと考えたため3番とした．,,とても理解できた。,
12/8/2022 21:29:43,1,4,19,二分探索木の構築において，ある要素Aの左部分木の要素は全てAより小さいという制約を表現しており，24行目も同様に導かれるため，最も重要だと考えた．,32,中間順巡回のアルゴリズムを表す上で重要だと考え選択した．木の構築の方が本質的であることから2番目とした．,38,行きがけ順のアルゴリズムを表す上で重要だと考え選択した．木の構築の方が本質的であること，行きがけ順ではソートされた列が選ばれないことから2番目とした．,,とても理解できた。,
12/8/2022 21:41:14,1,5,19,初めに見つけたノードから優先して探索するというDFSのアルゴリズムを端的に表す部分だと考え，最も重要とした.,20,再帰関数が閉じた後に操作を行うことで，隣接頂点を調べ終えた後に操作をすることを保証する部分であり，重要だと考えた．DFSの本質ではないが，発想も簡単ではないと感じるので，2番目とした．,15,再帰関数が呼ばれた直後に操作を行うことで，ノードを訪れた直後に操作を行うことを表す部分であるため重要だと考えた．解答に直結しているものの，DFSの本質ではなく，また2番目に選んだ箇所よりも発想として容易だと考え，3番目とした．,,とても理解できた。,
12/8/2022 21:48:32,1,6,7,初期化したDPテーブルを更新する箇所でありDPの考察の大部分を占めているとともに，ミスが起こりやすい箇所でもあるため重要だと考えた．,10,DPテーブルを構築している箇所であり，DPの本質部分の一つだと考え選択した．DPテーブルの更新を行う部分に比べると考察の必要は少なく，ミスも起こりにくいと考え2番目とした．,12,"完成させたDPテーブルを用いて要求された答えを出力する部分であるため重要だと考えた．
DPテーブルの初期化，更新の方がより本質的かつ注意を要する部分だと考え，3番目とした．",,とても理解できた。,
12/8/2022 22:01:24,1,7,9,"
注目している区間の真ん中の要素について確認を行い区間を狭めることにより，確認回数をlogオーダーに抑えるという2分探索の考え方の核となる部分であるため．",12,条件を満たす要素があれば探索区間をその右側に，なければ左側に絞るという2分探索の区間削減の考え方を最も端的に表していると考えたため．1番目のように計算量のオーダーに関わる部分ではないため，2番目とした,8,"このように実装することによって,okとngの大小が逆転しても同様に実装できるため，1,2番目として選んだ行ほど重要ではないが，実装の工夫としては重要だと考え3番目として選んだ．",,とても理解できた。,
12/8/2022 23:18:37,1,8,14,キューをリングバッファとして実装する際に，headとtailの位置を更新する部分が最も重要だと考えた．,20,キューをリングバッファとして実装する際に，headとtailの位置を更新する部分が最も重要だと考えた．1番目と全く同じ重要度であるが，便宜上2番目とした．,27,この問題を解く際にキューを使うという発想が重要だと考えた．キューの実装の方がより重要と考え，3番目とした．,,とても理解できた。,
12/8/2022 23:26:43,1,9,21,割り算の結果の剰余を求める際には逆元を用いることが必要であるという最も注意すべき点に対応しているため．また，冪乗を求めるために繰り返し二乗法を用いることも示されている．,7,冪乗を求めるための繰り返し二乗法の考え方を端的に表している部分であるため選択した．一方で計算の最も難しい部分である1番目よりは重要ではないと考えた．,25,この問題の答えである場合の数を求めている部分であるため選択した．アルゴリズムとしての工夫が凝縮されている1番目，2番目の部分ほど重要ではないと考えた,,とても理解できた。,
12/8/2022 23:34:05,1,10,12,現在注目している部分文字列から一つの操作を行う状態を考えるというDPの考え方を表している行であるため，最も重要だと考えた．,6,空文字列とのレーベンシュタイン距離を考えることが必要であり，DPテーブルを初期化するというDPにおいて基本的な部分であるため．,8,空文字列とのレーベンシュタイン距離を考えることが必要であり，DPテーブルを初期化するというDPにおいて基本的な部分であるため．(2番目と同等の重要度ですが便宜上3番目としました．),"10, 11行目 DPの更新順序に関わっているため重要だと考えた",とても理解できた。,
12/12/2022 12:04:05,1,11,9,基準値よりも小さいものと大きいものに分けるという考え方を表しているため重要だと考えた．,19,分割した配列について操作を行うという考え方を表しているため重要だと考えた．分割した配列に対して行う操作を表している1番目よりは重要ではないと考え，2番目として選択した．,20,分割した配列について操作を行うという考え方を表しているため重要だと考えた．2番目と同等の重要度だが，便宜上3番目とした．,,まあ理解できた。,
