time,personID,problemID,1st,1st_reason,2nd,2nd_reason,3rd,3rd_reason,others,understanding,free
12/15/2022 10:52:01,2,1,8,この問題はしゃくとり法を用いて解くことができるが、そのしゃくとり法の繰り返しを行なっている部分であるから。,12,同じくしゃくとり法のインデックスに関する部分で正しく場合分けしないといけないため重要であると考えられるが、複雑さでいえば8行目より少ないから。,2,配列に0があるときのみコーナーケースとして処理する必要があり、大枠としては関係ないが、問題を解く上では必要である処理だから。,,とても理解できた。,
12/15/2022 11:00:22,2,2,29,問題のクエリに答える部分である、区間和を求める計算のメインがこの部分であるから。,21,問題に答える部分ではないが、問題の指示として出てくる配列の一点更新を行う計算のメインがこの部分であるから。,14,問題を答えるわけでもなく、問題の指示として陽に出ているわけでもないが、これからの計算をするうえでの準備をしている行であるから。,,まあ理解できた。,
12/15/2022 11:09:03,2,3,10,計数ソートの重要なアイデアとして、同じ数字をまとめて処理する、という部分があり、そのまとまて処理している部分であるから。,7,計数ソートというアルゴリズムの通り、数を数えて行うソートだが、その計数の部分を行っている行であるから。,12,複雑ではないが、計数ソートの答えを求めている部分であるから。,,とても理解できた。,
12/15/2022 11:14:47,2,4,19,データ構造の重要な部分であるinsertにおいて、値が現在のノードより小さいときは左に入れる、という処理を行なっている部分であるから。,24,データ構造の重要な部分であるinsertにおいて、値が現在のノードより大きいときは右に入れる、という処理を行なっている部分であるから。19行目より後に出てきているので、こちらを2番にした。,14,insertする本質とは関係ないが、実際にはこれがないと一番最初にエラーが起きてしまうので、そのコーナーケースを処理する部分として重要であると考える。,,まあ理解できた。,
12/15/2022 11:20:40,2,5,19,DFSは再帰関数を用いて実装することが多いが、その再帰関数を呼び出している部分であるから。,14,この問題では入った・出た時刻を答える必要があり、その時刻を再帰関数を呼び出しても正しく動作するようにグローバル変数として宣言している部分であるから。,5,グラフの隣接リスト表現を配列Gに作っている部分であるから。直接問題を解く部分ではないが、グラフの扱い方の知識としては重要であると考えた。,,とても理解できた。,
12/15/2022 23:10:54,2,6,10,ナップサック問題の漸化式の部分であり、これのおかげで指数時間から改善することができているため。,7,動的計画法をつかうことにより、O(NW)で求めることができるが、そのdp配列を宣言していることも大切であると考えた。(dpの本質部分ではないので2番目。),5,10行目と7行目が最も重要な部分であるが、一応入力をしないと問題は解けないので、5行目が次に大切。,,とても理解できた。,
12/15/2022 23:23:27,2,7,9,"""二分""探索という名前のアルゴリズムなので、変数midを宣言してその判定問題に落とし込んでいる部分が最重要であると考えた。",12,その二分探索の判定問題を解いている部分なので、アルゴリズムの本質部分に次いで、問題を解くという意味で重要であると考えた。,8,二分探索は終了条件をきちんと指定しないと正しく収束しなかったり、計算が終わらなかったりするので、細かい部分ではあるが、上の2つの行に次いで重要であると考える。,,とても理解できた。,
12/15/2022 23:29:20,2,8,14,queueは配列を円環状に使い回しながら先頭と末尾の座標を持って実現するデータ構造であるが、その末尾の座標を円環状に持っていることを表している部分だから。,20,14行目と同様に、円環状の配列の先頭を持っている部分であるので重要であると考える。20行のほうが後に出てきているので、2番目にした。,37,プロセスの残り時間で場合分けをしながらqueueを操作している部分で、データ構造の実現の方が本質であるとは思うが、問題解決部分の重要部分として3番目に重要だと考える。,,とても理解できた。,
12/15/2022 23:34:05,2,9,21,二項係数をもとめる必要がある問題だが、その二項係数の計算をしている部分であり、最重要であると考える。,4,二項係数を計算するには逆元を計算する必要があるが、そのためにはp-2乗を計算する必要があるので、powを計算する関数は次いで重要であると考えた。,25,問題の答えがdp等での数え上げではなく、二項係数で表すことができることを表しており、アルゴリズムの本質部分ほどではないが、問題を解く上では重要な観察が含まれていると考えた。,,とても理解できた。,
12/15/2022 23:37:51,2,10,12,動的計画法の漸化式の部分であり、この式を立てることができれば解けたも同然なので、1番大切であると考える。,14,dp配列の[len(s1)][len(s2)]番目が答えになるということはきちんと漸化式を理解していないとわからないはずなので、ここも漸化式そのものに次いで重要であると考える。,6,漸化式そのものや答えの部分ほどではないが、配列は適切に初期化しておかないと正しい動作をしないので、これが次いで重要であると考える。,,まあ理解できた。,
12/16/2022 21:20:26,2,11,9,ピボットを固定してピボットより左はピボットより小さく、右は大きくしたいが、そのswapを行うindexを決めている行であるから。,11,上と同様に、swapを行うindexを決めている行である。後に出てきたので2番目。,15,swapするindexを決めた上で、実際にそのswapをしている行であるから。indexを決める方が大事であると考えたので3番目にした。,,まあ理解できた。,
12/16/2022 21:24:52,2,12,21,一点更新区間minのセグ木の問題であるが、一点更新がlogオーダーでできる本質の行だと考えたので、ここにした。,29,区間minをlogオーダーで求めることができる本質の行であるから。更新できることが重要ポイントであると感じたので2番目にした。,14,セグ木の処理の初期化を行なっている部分であるので、これもクエリ処理に次いで重要だと考えた。,,まあ理解できた。,
12/16/2022 21:32:42,2,13,27,クラスカル法は連結かどうかで辺を追加するかどうかを決めるので、その連結判定の部分が最重要であると考えた。,32,クラスカル法は事前に辺のコストでソートしておくことで高速に求められるので、これが次に重要。,34,上と同様に連結判定を高速に行うためにUnion-Find木のmergeを行っている部分なので、重要であると考えた。判定そのものではなく判定のための操作なので3番目。,,とても理解できた。,
12/16/2022 21:49:32,2,14,5,配列を左右に分けてsortしてmergeするのがマージソートだが、左右に分けている部分だから。,6,配列を左右に分けてsortしてmergeするのがマージソートだが、左右に分けている部分だから。2番目に出てきたので2番目。,11,ソート列をマージしている部分なので、これが次に重要だと考えた。,,とても理解できた。,
12/16/2022 22:01:07,2,15,7,ぐるぐる回して最短距離が更新できるなら更新する、というアルゴリズムなので、距離更新できるかを見ている行が重要だと考えた。,9,V回ぐるぐる回しても最短距離の更新が起こる場合は負のサイクルがあるという意味なので、その検出を行っている行が次に重要であると考えた。,6,ぐるぐる回す部分でグラフの辺を全部見ている部分なので、直接的ではないが、残りの行の中では一番重要だと考えた。,,とても理解できた。,
12/16/2022 22:10:45,2,16,5,挿入ソートは配列を前から見ていってハマるところに挿入するアルゴリズムだが、ハマるところを探している行なので、最重要であると考えた。,6,挿入するためにいままで完成させた部分を後ろにずらしている部分なので、ここが次に重要であると考えた。,4,挿入する前に後ろに要素をずらしていくので、挿入する要素を覚えていかないといけないので、これも重要。サブ的な理由なので3番目。,,とても理解できた。,
12/16/2022 22:16:41,2,17,11,ダイクストラ法のキモは、最短距離が順々に確定させるところなので、その確定した部分を見つけ出す部分が最重要であると考えた。,18,最短距離が更新できるところがあれば更新していくのはダイクストラ法でもあいかわらず重要な位置を占めていると思う。キモは上のやつだと思うので、これは2番目。,21,使用済みの距離が確定した頂点はマーキングしておかないとtmp_min_distを決める際に困るので、アルゴリズムの中心部分ではないが、これが3番目であると考えた。,,とても理解できた。,
12/16/2022 22:23:22,2,18,18,シェルソートは挿入ソートの間隔をちょっとずつ狭めていくものなので、その間隔を狭めていっている部分が最重要であると考えた。,9,シェルソートは挿入ソートの幅が1になるまでやるので、その終了条件を書いている場所が狭める行に次いで重要であると考えた。,4,最初の挿入ソートの幅はなるべく広くとりたいので、これが甘くてもアルゴリズムは動くので重要度は下がるが、3番目には重要であると考えた。,,とても理解できた。,
12/16/2022 22:37:59,2,19,22,ローリングハッシュは、それぞれの文字列に対してハッシュ値を計算してそれが一致していれば文字列が一致していると判定するアルゴリズムなので、一致判定をしている行が最重要だと考えた。,21,文字列tのスタート地点をずらしたときのハッシュ値が高速に計算できることはアルゴリズムが高速に動くことにとてもよく貢献していると考える。ハッシュが文字列の一致判定に使えるというアイデアの方が中心であると感じたので、こっちが2番目。,7,細かい部分なので3番目にしたが、文字列の長さで場合分けをしておかないと、13行目のハッシュの計算で配列概算症を起こして困ってしまうと思うので、これも重要。,,とても理解できた。,
