time,personID,problemID,1st,1st_reason,2nd,2nd_reason,3rd,3rd_reason,others,understanding,free
12/14/2022 5:06:56,8,1,8,rightをひとつずつインクリメントしながらギリギリのところを確かめるという、問題を解く最も本質的なところだと思ったから。,2,１つでも０が含まれていたら計算するまでもないという例外処理を行なっているから。あくまで例外処理なので２番とした。,15,左側を右にずらすときの大事な計算だから。8行目の方が本質的だと思ったので３番とした。,,とても理解できた。,
12/17/2022 21:36:45,8,2,7,問題を解くためにセグメント木というデータ構造を使う、というのがよく表れているから。,21,セグメント木を作るための計算をしているところだから。セグメント木を使う、というアイデアの方が重要だと思ったので2番とした。,29,部分和を求めるために再帰を用いるというのが重要だと思った。木を作る方が大切だと思ったので3番とした。,,まあ理解できた。,
12/17/2022 21:43:15,8,3,12,計数ソートを昇順で作成する際に、その配列を１つずつ埋めていくという最も本質的な処理だから。,13,上と同じような理由だが、インデックスを進めていかないと正しく配列が作成できないから。計数ソートの本質は12行目の方だと思ったので2番にした,7,計数ソートを作るために、登場する数字をカウントするという大事なところだから。簡単なので3番とした。,,とても理解できた。,
12/17/2022 21:49:32,8,4,19,新たな値の挿入において、二分木の性質を活用しているところだから。,33,中間順巡回と先行順巡回の違いがこのprint関数の位置によく表れているから。二分木の挿入の方が、二分木の本質だと思ったので2番にした。,38,2番目に重要だと思ったのと同じ理由。重要度は2番目と同じだと思った。,,まあ理解できた。,
12/17/2022 22:04:00,8,5,18,深さ優先探索をしているということがよく読み取れる一文だから。,19,1番と同じような理由だが、深さ優先探索で、１つ掘り下げるのが終わった時の処理を表していて、重要だから。1番と同じくらい重要だと思った。,5,inputのデータを加工して使いやすい形のリストにしているから。データ処理の話なので、重要度は劣ると思った。,,とても理解できた。,
12/17/2022 22:08:08,8,6,10,動的計画法において、最も本質的な部分を表している場所だから。,7,dpテーブルを作成するのも、動的計画法においては大切だから。1番に比べると本質的ではないと思った。,12,動的計画法の答えがテーブルの右下に出てくるというのも、知らないと分からないから。アルゴリズムそのものではないので重要度は低いと思った。,,とても理解できた。,
12/17/2022 22:13:47,8,7,13,二分探索で、見つからなかった時にカーソルの位置をずらして、探索範囲を狭めるという処理はとても重要だから。,15,1番と同様の理由で、二分探索において重要なところだから。重要度は1番と同じ。,10,二分探索で、答えが見つかった時の処理も重要だから。探索範囲を狭めていくことの方が二分探索の本質だと思ったので3番にした。,,とても理解できた。,
12/17/2022 22:25:57,8,8,37,問題の要求に応えるために、データ構造そのものだけでなく、その使い方も工夫する必要があるというところだから。,13,queueにpushするという、データ構造において重要な作業だから。1番目に比べると簡単だと思ったため2番にした。,19,queueからpopするというのもデータ構造において大切だから。2番と重要度はほぼ同じ。,,あまり理解できなかった。,
12/17/2022 22:30:08,8,9,21,大きい数字なのでmodをとりながら計算していく、というプログラミングならではの処理方法だから。,7,累乗の計算で、再帰を使うことで計算量を抑えるというのは重要だから。MODに比べると基本的なことだと思ったので2番とした。,25,そもそもこの計算方法で答えが求められることを知らないとこうは書けないから。数学の知識なので3番とした。,,とても理解できた。,
12/17/2022 22:34:25,8,10,12,動的計画法を使うというのはこの問題を解く上でのポイントであり、またテーブルの埋め方も考えて書かなければいけない所だから。,6,dpテーブルの初期化において、1列目の埋め方はこの問題の内容を踏まえて、少し考えなければならないところだから。テーブルの埋め方の方が大事だと思ったので3番とした。,14,動的計画法で、答えがテーブルの右下に出てくるというのも重要なところだから。知っていれば分かることなので3番とした。,,とても理解できた。,
12/17/2022 22:46:55,8,11,15,クイックソートというアルゴリズムで、pivotを基準として左右に振り分けていくという作業がもっともよく表れている一文だから。,19,クイックソートで再帰を使うというのも、アルゴリズム上とても重要だから。1番の方がより本質的だと思ったのでこちらは2番とした。,5,"クイックソートにおいて、pivotの選び方はいろいろあるが、ここでは1番左のものをpivot
にしているというのがここから分かるから。割と些事だと思ったので3番にした。",,とても理解できた。,
12/17/2022 23:06:36,8,12,29,セグメント木の性質を生かして、最小値を求める再帰アルゴリズムを作成しているから。,14,セグメント木を使うというのは、この問題を解く上での本質であり、その木の構築の主要な部分だから。答えを出すところそのものではないので、2番とした。,21,セグメント木の性質を利用して、数字のアップデートを行った後の更新作業を行なっており、重要なところだから。1番2番に比べると基本的なことなので、3番とした。,,まあ理解できた。,
12/18/2022 0:59:07,8,13,32,クラスカル法において、UnionFind木で閉路ができているかどうかの判定をしている重要なところだから。,17,UnionFind木において、rootが違った場合にuniteするという重要な処理をしているところだから。問題解決に直接関わるところではないので2番とした。,8,再帰を用いて、親を辿るというUnionFind木の重要な性質を記述しているところだから。問題解決に直接関わらず、難しくもないので3番とした。,,まあ理解できた。,
12/18/2022 1:10:39,8,14,5,2分割したものを組み合わせて行ってソートするというマージソートのやり方をよく表している一文だから。,11,マージソートにおいて、マージしていく順番を記述した重要な一文だから。1番の方がこのアルゴリズムをよく表していると思ったので2番にした。,2,コーナーケースを記述するのも重要だから。あくまでコーナーケースなので3番にした。,,まあ理解できた。,
12/18/2022 1:29:31,8,15,8,ベルマンフォード法で距離の更新を行なっている重要な記述だから。,9,負の値を持つ閉路ができているときに検知するという大事なところだから。必ずしも使われるところではないので2番とした。,2,距離を十分に大きな値で初期化しておくのはベルマンフォード法を実行するにあたって重要だから。アルゴリズムの本質ではないので3番にした。,,とても理解できた。,
12/18/2022 1:45:33,8,16,5,挿入ソートで、選んだ一つの値を挿入する場所を探すための大事な処理だから。,6,挿入するスペースを空けるために一つずつずらしていくというのも大事な処理だから。ループそのものの方が重要なので2番とした。,4,動かすものをtmpとしておいておかないと書き換わって使えなくなってしまうので、プログラムを書く上では大切。アルゴリズムの本質ではないので3番とした。,,まあ理解できた。,
12/18/2022 2:22:32,8,17,17,ダイクストラ法の処理の手順がよく表れているwhileループだから。,21,一度巡回したところには戻ってこないというアルゴリズムの特徴がよく出ているから。最重要の処理ではないので2番にした。,2,距離を十分に大きな値で初期化しておくのはダイクストラ法の実行において重要だと思ったから。あくまで初期化なので3番にした。,,とても理解できた。,
12/18/2022 2:35:18,8,18,11,間隔hで配列を分割し、ソートしていくというシェルソートの方法がよく表れた一文だから。,5,hの決め方がいろいろある中で、どれを採用したのかを表しているから。アルゴリズムそのものではないので2番にした。,17,ソートするための値の入れ替えを行なっていて、ソートのアルゴリズムをよく表しているから。シェルソート特有のものではないので3番にした。,,まあ理解できた。,
12/19/2022 4:41:55,8,19,14,ラビンカープ法で、ローリングハッシュを使うというのは肝の部分だから。,22,ハッシュが一致していたら文字列が一致しているとみなす、というのは問題を解く上で大切だから。ハッシュの定義の方が大事なので2番とした。,21,1番と同じく、ローリングハッシュの計算をしているところだから。内容的に重複しているので3番とした。,,まあ理解できた。,
12/19/2022 4:46:07,8,20,17,右から左に進むという、シェーカーソートがバブルソートと最も違う点が如実に表れている部分だから。,12,ソート済みのところを再び通らなくていいようにするという、計算量を減らすための重要な記述だから。無かったとしても成立するので2番とした。,9,順番を並び替えるための記述で、ソートには必要不可欠だから。基本的なところなので3番とした。,,とても理解できた。,
12/19/2022 12:12:50,8,21,27,スタックを用いながら、逆ポーランド記法に沿った計算を行っている、アルゴリズムの肝の部分だから。,29,1番と同様の理由で、逆ポーランド記法特有の計算方法を実現しているところだから。重要度は1番と同じ,31,1番・2番と同様で、逆ポーランド記法特有の計算方法を実現しているところだから。重要度は上の二つと同じ。,,とても理解できた。,
12/19/2022 12:19:42,8,22,6,AとBの最小公倍数が問題の答えであり、それを求めるために最大公約数を用いるという考え方は重要だから。,2,再帰を用いて最大公約数を求めるというのもアルゴリズム的に大事だから。答えの求め方の方が重要だと思ったので、こちらは2番にした。,5,特に重要だとは思わなかったが、コードが短いので消去法的に選んだ。,,とても理解できた。,
12/19/2022 12:28:58,8,23,12,素数の倍数を候補から消していくという、エラトステネスのふるいというアルゴリズムを最もよく表した一文だから。,28,累積和を用いて、素数の個数を計算量少なく求めようとしており、アルゴリズム的に重要だから。この方法は必ずしも必須ではないので2番とした。,6,0と1は素数ではないという記述は、当たり前だが忘れてしまうと、すべて素数でないと判断されてしまうので重要。アルゴリズムというよりはコーナーケースの処理なので3番とした。,,とても理解できた。,
12/19/2022 12:45:22,8,24,20,キューに入ったものを１つずつ取り出してソートしていくのが、トポロジカルソートのやり方をよく表していると思ったから。,21,調べたところから繋がっている先の入次数を減らしていくというのもトポロジカルソートの重要な点だから。1番と同じくらい重要だと思う。,12,キューというデータ構造を使うというのもトポロジカルソートで重要だから。コードの記述としては平易なので3番にした。,,まあ理解できた。,
12/19/2022 17:58:45,8,25,15,発見したノードをキューに入れていくというのはBFSの1番の特徴だから。,13,まだ見ていないところについて見るという記述で、これもbfsにおいては大切だと思った。1番の方が本質的だと思ったので、こちらは2番にした。,5,距離を最初に-1で初期化しておくことで、たどり着けないところは-1で出力せよ、という問題の指示に答えられるようにしているから。bfsのアルゴリズムに本質的に関わることではないので3番にした。,,まあ理解できた。,
12/19/2022 18:09:55,8,26,5,三重ループを使いながら、最短経路を計算していくというのがワーシャルフロイド法の肝だから。,8,負の閉路ができていたときにそれを検知するというのも重要だから。最短経路の探索の方が重要だと思ったので2番にした。,18,十分に大きな値で初期化しておくことも、問題を正しく解くためには大事だから。アルゴリズムそのものではないので3番にした。,,まあ理解できた。,
12/19/2022 18:20:10,8,27,8,その数字をどのindexに入れるかというハッシュを定義している、ハッシュ探索の肝の部分だから。,20,ハッシュを計算して、実際に挿入されている値と一致すれば「見つかった」ということになり、探索において重要な部分だから。ハッシュ計算の方が本質的だと思ったのでこちらは2番とした。,18,2番と同様だが、もしハッシュを計算してそこに値がなければ、その値は「見つからない」ということになるので、これもまた探索で重要だから。重要度は2番と同じ,,とても理解できた。,
12/19/2022 18:33:40,8,28,16,キューというデータ構造を用いて、順に経路を探索していくというのはspfaのアルゴリズムで最も大事なことだから。,19,最短経路を更新していくための書き方で、重要だと思った。しかしspfa特有の書き方ではないので、2番とした。,25,閉路を検出するのも、最短経路の探索においては重要だから。経路探索そのものの方が大切だと思ったので3番とした。,,とても理解できた。,
